"fn","calls","time_inclusive_s","time_self_s","mem_sum_bytes","mem_peak_bytes"
"Gmatrix_vanraden",1,1.01000000000001,1.01000000000001,8048776,8048776
"Mcheck",1,0.540000000000006,0.540000000000006,36111032,36111032
"check_Gmatrix_data",1,0.209999999999994,0.209999999999994,712,712
